Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
03 Alicante/Alacant;De 25 a 29 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 25 a 29 años;De Africa;Ambos sexos;1 de julio de 2022;5806
03 Alicante/Alacant;De 25 a 29 años;De América del Norte;Ambos sexos;1 de julio de 2022;289
03 Alicante/Alacant;De 25 a 29 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;908
03 Alicante/Alacant;De 25 a 29 años;De Sudamérica;Ambos sexos;1 de julio de 2022;7132
03 Alicante/Alacant;De 25 a 29 años;De Asia;Ambos sexos;1 de julio de 2022;1979
03 Alicante/Alacant;De 25 a 29 años;De Oceanía;Ambos sexos;1 de julio de 2022;26
03 Alicante/Alacant;De 25 a 29 años;Apátridas;Ambos sexos;1 de julio de 2022;12
03 Alicante/Alacant;De 30 a 34 años;Española;Ambos sexos;1 de julio de 2022;79386
03 Alicante/Alacant;De 30 a 34 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;6812
03 Alicante/Alacant;De 30 a 34 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 30 a 34 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;4212
03 Alicante/Alacant;De 30 a 34 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 30 a 34 años;De Africa;Ambos sexos;1 de julio de 2022;6628
03 Alicante/Alacant;De 30 a 34 años;De América del Norte;Ambos sexos;1 de julio de 2022;277
03 Alicante/Alacant;De 30 a 34 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;1004
03 Alicante/Alacant;De 30 a 34 años;De Sudamérica;Ambos sexos;1 de julio de 2022;7370
03 Alicante/Alacant;De 30 a 34 años;De Asia;Ambos sexos;1 de julio de 2022;2169
03 Alicante/Alacant;De 30 a 34 años;De Oceanía;Ambos sexos;1 de julio de 2022;22
03 Alicante/Alacant;De 30 a 34 años;Apátridas;Ambos sexos;1 de julio de 2022;34
03 Alicante/Alacant;De 35 a 39 años;Española;Ambos sexos;1 de julio de 2022;90601
03 Alicante/Alacant;De 35 a 39 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9332
03 Alicante/Alacant;De 35 a 39 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 35 a 39 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;5595
03 Alicante/Alacant;De 35 a 39 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 35 a 39 años;De Africa;Ambos sexos;1 de julio de 2022;6448
03 Alicante/Alacant;De 35 a 39 años;De América del Norte;Ambos sexos;1 de julio de 2022;262
03 Alicante/Alacant;De 35 a 39 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;827
03 Alicante/Alacant;De 35 a 39 años;De Sudamérica;Ambos sexos;1 de julio de 2022;6544
03 Alicante/Alacant;De 35 a 39 años;De Asia;Ambos sexos;1 de julio de 2022;2486
03 Alicante/Alacant;De 35 a 39 años;De Oceanía;Ambos sexos;1 de julio de 2022;24
03 Alicante/Alacant;De 35 a 39 años;Apátridas;Ambos sexos;1 de julio de 2022;17
03 Alicante/Alacant;De 40 a 44 años;Española;Ambos sexos;1 de julio de 2022;115729
03 Alicante/Alacant;De 40 a 44 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;10710
03 Alicante/Alacant;De 40 a 44 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 40 a 44 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;6449
03 Alicante/Alacant;De 40 a 44 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 40 a 44 años;De Africa;Ambos sexos;1 de julio de 2022;6406
03 Alicante/Alacant;De 40 a 44 años;De América del Norte;Ambos sexos;1 de julio de 2022;235
03 Alicante/Alacant;De 40 a 44 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;573
03 Alicante/Alacant;De 40 a 44 años;De Sudamérica;Ambos sexos;1 de julio de 2022;6966
03 Alicante/Alacant;De 40 a 44 años;De Asia;Ambos sexos;1 de julio de 2022;2209
03 Alicante/Alacant;De 40 a 44 años;De Oceanía;Ambos sexos;1 de julio de 2022;16
03 Alicante/Alacant;De 40 a 44 años;Apátridas;Ambos sexos;1 de julio de 2022;18
03 Alicante/Alacant;De 45 a 49 años;Española;Ambos sexos;1 de julio de 2022;126958
03 Alicante/Alacant;De 45 a 49 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;10996
03 Alicante/Alacant;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;7270
03 Alicante/Alacant;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;5513
03 Alicante/Alacant;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;223
03 Alicante/Alacant;De 45 a 49 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;554
03 Alicante/Alacant;De 45 a 49 años;De Sudamérica;Ambos sexos;1 de julio de 2022;5647
03 Alicante/Alacant;De 45 a 49 años;De Asia;Ambos sexos;1 de julio de 2022;1921
03 Alicante/Alacant;De 45 a 49 años;De Oceanía;Ambos sexos;1 de julio de 2022;30
03 Alicante/Alacant;De 45 a 49 años;Apátridas;Ambos sexos;1 de julio de 2022;12
03 Alicante/Alacant;De 50 a 54 años;Española;Ambos sexos;1 de julio de 2022;121444
03 Alicante/Alacant;De 50 a 54 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;10249
03 Alicante/Alacant;De 50 a 54 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 50 a 54 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;8823
03 Alicante/Alacant;De 50 a 54 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 50 a 54 años;De Africa;Ambos sexos;1 de julio de 2022;3903
03 Alicante/Alacant;De 50 a 54 años;De América del Norte;Ambos sexos;1 de julio de 2022;233
03 Alicante/Alacant;De 50 a 54 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;483
03 Alicante/Alacant;De 50 a 54 años;De Sudamérica;Ambos sexos;1 de julio de 2022;4389
03 Alicante/Alacant;De 50 a 54 años;De Asia;Ambos sexos;1 de julio de 2022;1565
03 Alicante/Alacant;De 50 a 54 años;De Oceanía;Ambos sexos;1 de julio de 2022;33
03 Alicante/Alacant;De 50 a 54 años;Apátridas;Ambos sexos;1 de julio de 2022;18
03 Alicante/Alacant;De 55 a 59 años;Española;Ambos sexos;1 de julio de 2022;115746
03 Alicante/Alacant;De 55 a 59 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9754
03 Alicante/Alacant;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;10604
03 Alicante/Alacant;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;2634
03 Alicante/Alacant;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;276
03 Alicante/Alacant;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;380
03 Alicante/Alacant;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;3205
03 Alicante/Alacant;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;973
03 Alicante/Alacant;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;20
03 Alicante/Alacant;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;6
03 Alicante/Alacant;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;103173
03 Alicante/Alacant;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;10103
03 Alicante/Alacant;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;11623
03 Alicante/Alacant;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;1543
03 Alicante/Alacant;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;259
03 Alicante/Alacant;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;219
03 Alicante/Alacant;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;2146
03 Alicante/Alacant;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;473
03 Alicante/Alacant;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;29
03 Alicante/Alacant;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;3
03 Alicante/Alacant;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;85141
03 Alicante/Alacant;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;10484
03 Alicante/Alacant;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;12155
03 Alicante/Alacant;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;1052
03 Alicante/Alacant;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;280
03 Alicante/Alacant;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;167
03 Alicante/Alacant;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1520
03 Alicante/Alacant;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;354
03 Alicante/Alacant;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;33
03 Alicante/Alacant;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;6
03 Alicante/Alacant;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;73728
03 Alicante/Alacant;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;9764
03 Alicante/Alacant;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;14048
03 Alicante/Alacant;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;565
03 Alicante/Alacant;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;201
03 Alicante/Alacant;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;99
03 Alicante/Alacant;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;975
03 Alicante/Alacant;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;173
03 Alicante/Alacant;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;19
03 Alicante/Alacant;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;2
03 Alicante/Alacant;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;60496
03 Alicante/Alacant;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;6785
03 Alicante/Alacant;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;11822
03 Alicante/Alacant;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;257
03 Alicante/Alacant;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;128
03 Alicante/Alacant;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;79
03 Alicante/Alacant;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;567
03 Alicante/Alacant;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;86
03 Alicante/Alacant;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;14
03 Alicante/Alacant;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
03 Alicante/Alacant;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;42206
03 Alicante/Alacant;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;3630
03 Alicante/Alacant;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;6813
03 Alicante/Alacant;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;145
03 Alicante/Alacant;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;76
03 Alicante/Alacant;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;37
03 Alicante/Alacant;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;333
03 Alicante/Alacant;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;51
03 Alicante/Alacant;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;7
03 Alicante/Alacant;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
03 Alicante/Alacant;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;29883
03 Alicante/Alacant;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1568
03 Alicante/Alacant;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;2830
03 Alicante/Alacant;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;98
03 Alicante/Alacant;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;33
03 Alicante/Alacant;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;35
03 Alicante/Alacant;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;167
03 Alicante/Alacant;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;37
03 Alicante/Alacant;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;2
03 Alicante/Alacant;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
03 Alicante/Alacant;90 y más años;Española;Ambos sexos;1 de julio de 2022;16869
03 Alicante/Alacant;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;532
03 Alicante/Alacant;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;1218
03 Alicante/Alacant;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
03 Alicante/Alacant;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;35
03 Alicante/Alacant;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;32
03 Alicante/Alacant;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;17
03 Alicante/Alacant;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;108
03 Alicante/Alacant;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;27
03 Alicante/Alacant;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;1
03 Alicante/Alacant;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
04 Almería;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;25940
04 Almería;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1660
04 Almería;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
04 Almería;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;321
04 Almería;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
04 Almería;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;7611
04 Almería;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;20
04 Almería;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;93
04 Almería;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;552
04 Almería;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;218
04 Almería;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
04 Almería;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;0
04 Almería;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;32164
04 Almería;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;2065
04 Almería;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
04 Almería;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;440
04 Almería;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
04 Almería;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;5630
04 Almería;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;25
04 Almería;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;74
04 Almería;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;784
04 Almería;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;216
04 Almería;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
04 Almería;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;0
04 Almería;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;36172
04 Almería;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1221
04 Almería;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
04 Almería;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;465
04 Almería;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
04 Almería;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;3879
04 Almería;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;21
04 Almería;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;109
04 Almería;De 10 a 14 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;721
04 Almería;De 10 a 14 años  ;De Asia;Ambos sexos;1 de julio de 2022;196
04 Almería;De 10 a 14 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
04 Almería;De 10 a 14 años  ;Apátridas;Ambos sexos;1 de julio de 2022;2
04 Almería;De 15 a 19 años  ;Española;Ambos sexos;1 de julio de 2022;34366
04 Almería;De 15 a 19 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;1387
04 Almería;De 15 a 19 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
04 Almería;De 15 a 19 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;374
04 Almería;De 15 a 19 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
04 Almería;De 15 a 19 años  ;De Africa;Ambos sexos;1 de julio de 2022;4260
04 Almería;De 15 a 19 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;25
04 Almería;De 15 a 19 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;99
04 Almería;De 15 a 19 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;801
04 Almería;De 15 a 19 años  ;De Asia;Ambos sexos;1 de julio de 2022;218
04 Almería;De 15 a 19 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
04 Almería;De 15 a 19 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
04 Almería;De 20 a 24 años;Española;Ambos sexos;1 de julio de 2022;31394
04 Almería;De 20 a 24 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;2052
04 Almería;De 20 a 24 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
04 Almería;De 20 a 24 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;373
04 Almería;De 20 a 24 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
04 Almería;De 20 a 24 años;De Africa;Ambos sexos;1 de julio de 2022;6157
04 Almería;De 20 a 24 años;De América del Norte;Ambos sexos;1 de julio de 2022;36
04 Almería;De 20 a 24 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;150
04 Almería;De 20 a 24 años;De Sudamérica;Ambos sexos;1 de julio de 2022;1272
04 Almería;De 20 a 24 años;De Asia;Ambos sexos;1 de julio de 2022;224
