Provincias;Grupo quinquenal de edad;Nacionalidad;Sexo;Periodo;Total
26 Rioja, La;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;202
26 Rioja, La;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;347
26 Rioja, La;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;12
26 Rioja, La;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;55
26 Rioja, La;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;388
26 Rioja, La;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;101
26 Rioja, La;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;2
26 Rioja, La;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;20591
26 Rioja, La;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;619
26 Rioja, La;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;164
26 Rioja, La;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;185
26 Rioja, La;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;13
26 Rioja, La;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;31
26 Rioja, La;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;221
26 Rioja, La;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;51
26 Rioja, La;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;17342
26 Rioja, La;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;414
26 Rioja, La;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;111
26 Rioja, La;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;132
26 Rioja, La;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;9
26 Rioja, La;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;21
26 Rioja, La;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;184
26 Rioja, La;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;39
26 Rioja, La;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;15190
26 Rioja, La;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;175
26 Rioja, La;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;51
26 Rioja, La;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;50
26 Rioja, La;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;11
26 Rioja, La;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;26
26 Rioja, La;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;123
26 Rioja, La;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;28
26 Rioja, La;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
26 Rioja, La;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;13152
26 Rioja, La;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;87
26 Rioja, La;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;33
26 Rioja, La;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;35
26 Rioja, La;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;5
26 Rioja, La;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;12
26 Rioja, La;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;69
26 Rioja, La;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;6
26 Rioja, La;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;8948
26 Rioja, La;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;79
26 Rioja, La;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;14
26 Rioja, La;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;22
26 Rioja, La;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;1
26 Rioja, La;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;8
26 Rioja, La;De 80 a 84 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;53
26 Rioja, La;De 80 a 84 años  ;De Asia;Ambos sexos;1 de julio de 2022;4
26 Rioja, La;De 80 a 84 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 80 a 84 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 85 a 89 años  ;Española;Ambos sexos;1 de julio de 2022;7641
26 Rioja, La;De 85 a 89 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;40
26 Rioja, La;De 85 a 89 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 85 a 89 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;6
26 Rioja, La;De 85 a 89 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;De 85 a 89 años  ;De Africa;Ambos sexos;1 de julio de 2022;19
26 Rioja, La;De 85 a 89 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;1
26 Rioja, La;De 85 a 89 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;5
26 Rioja, La;De 85 a 89 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;23
26 Rioja, La;De 85 a 89 años  ;De Asia;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 85 a 89 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;De 85 a 89 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;90 y más años;Española;Ambos sexos;1 de julio de 2022;5177
26 Rioja, La;90 y más años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;8
26 Rioja, La;90 y más años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;90 y más años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;4
26 Rioja, La;90 y más años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
26 Rioja, La;90 y más años;De Africa;Ambos sexos;1 de julio de 2022;7
26 Rioja, La;90 y más años;De América del Norte;Ambos sexos;1 de julio de 2022;3
26 Rioja, La;90 y más años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;2
26 Rioja, La;90 y más años;De Sudamérica;Ambos sexos;1 de julio de 2022;21
26 Rioja, La;90 y más años;De Asia;Ambos sexos;1 de julio de 2022;3
26 Rioja, La;90 y más años;De Oceanía;Ambos sexos;1 de julio de 2022;0
26 Rioja, La;90 y más años;Apátridas;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 0 a 4 años;Española;Ambos sexos;1 de julio de 2022;8982
37 Salamanca;De 0 a 4 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;135
37 Salamanca;De 0 a 4 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 0 a 4 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;59
37 Salamanca;De 0 a 4 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 0 a 4 años;De Africa;Ambos sexos;1 de julio de 2022;182
37 Salamanca;De 0 a 4 años;De América del Norte;Ambos sexos;1 de julio de 2022;21
37 Salamanca;De 0 a 4 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;76
37 Salamanca;De 0 a 4 años;De Sudamérica;Ambos sexos;1 de julio de 2022;183
37 Salamanca;De 0 a 4 años;De Asia;Ambos sexos;1 de julio de 2022;46
37 Salamanca;De 0 a 4 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 0 a 4 años;Apátridas;Ambos sexos;1 de julio de 2022;2
37 Salamanca;De 5 a 9 años;Española;Ambos sexos;1 de julio de 2022;11225
37 Salamanca;De 5 a 9 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;172
37 Salamanca;De 5 a 9 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 5 a 9 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;67
37 Salamanca;De 5 a 9 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 5 a 9 años;De Africa;Ambos sexos;1 de julio de 2022;118
37 Salamanca;De 5 a 9 años;De América del Norte;Ambos sexos;1 de julio de 2022;20
37 Salamanca;De 5 a 9 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;107
37 Salamanca;De 5 a 9 años;De Sudamérica;Ambos sexos;1 de julio de 2022;328
37 Salamanca;De 5 a 9 años;De Asia;Ambos sexos;1 de julio de 2022;86
37 Salamanca;De 5 a 9 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 5 a 9 años;Apátridas;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 10 a 14 años  ;Española;Ambos sexos;1 de julio de 2022;13414
37 Salamanca;De 10 a 14 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;125
37 Salamanca;De 10 a 14 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 10 a 14 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;122
37 Salamanca;De 10 a 14 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 10 a 14 años  ;De Africa;Ambos sexos;1 de julio de 2022;84
37 Salamanca;De 10 a 14 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;17
37 Salamanca;De 10 a 14 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;98
37 Salamanca;De 10 a 14 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;246
37 Salamanca;De 10 a 14 años  ;De Asia;Ambos sexos;1 de julio de 2022;68
37 Salamanca;De 10 a 14 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 10 a 14 años  ;Apátridas;Ambos sexos;1 de julio de 2022;2
37 Salamanca;De 15 a 19 años  ;Española;Ambos sexos;1 de julio de 2022;13843
37 Salamanca;De 15 a 19 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;133
37 Salamanca;De 15 a 19 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 15 a 19 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;99
37 Salamanca;De 15 a 19 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 15 a 19 años  ;De Africa;Ambos sexos;1 de julio de 2022;170
37 Salamanca;De 15 a 19 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;15
37 Salamanca;De 15 a 19 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;101
37 Salamanca;De 15 a 19 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;317
37 Salamanca;De 15 a 19 años  ;De Asia;Ambos sexos;1 de julio de 2022;83
37 Salamanca;De 15 a 19 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 15 a 19 años  ;Apátridas;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 20 a 24 años;Española;Ambos sexos;1 de julio de 2022;13438
37 Salamanca;De 20 a 24 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;366
37 Salamanca;De 20 a 24 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 20 a 24 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;71
37 Salamanca;De 20 a 24 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 20 a 24 años;De Africa;Ambos sexos;1 de julio de 2022;311
37 Salamanca;De 20 a 24 años;De América del Norte;Ambos sexos;1 de julio de 2022;33
37 Salamanca;De 20 a 24 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;180
37 Salamanca;De 20 a 24 años;De Sudamérica;Ambos sexos;1 de julio de 2022;506
37 Salamanca;De 20 a 24 años;De Asia;Ambos sexos;1 de julio de 2022;78
37 Salamanca;De 20 a 24 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 20 a 24 años;Apátridas;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 25 a 29 años;Española;Ambos sexos;1 de julio de 2022;12969
37 Salamanca;De 25 a 29 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;423
37 Salamanca;De 25 a 29 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 25 a 29 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;84
37 Salamanca;De 25 a 29 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 25 a 29 años;De Africa;Ambos sexos;1 de julio de 2022;270
37 Salamanca;De 25 a 29 años;De América del Norte;Ambos sexos;1 de julio de 2022;69
37 Salamanca;De 25 a 29 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;333
37 Salamanca;De 25 a 29 años;De Sudamérica;Ambos sexos;1 de julio de 2022;737
37 Salamanca;De 25 a 29 años;De Asia;Ambos sexos;1 de julio de 2022;18
37 Salamanca;De 25 a 29 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
37 Salamanca;De 25 a 29 años;Apátridas;Ambos sexos;1 de julio de 2022;5
37 Salamanca;De 30 a 34 años;Española;Ambos sexos;1 de julio de 2022;13820
37 Salamanca;De 30 a 34 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;378
37 Salamanca;De 30 a 34 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 30 a 34 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;85
37 Salamanca;De 30 a 34 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 30 a 34 años;De Africa;Ambos sexos;1 de julio de 2022;306
37 Salamanca;De 30 a 34 años;De América del Norte;Ambos sexos;1 de julio de 2022;53
37 Salamanca;De 30 a 34 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;323
37 Salamanca;De 30 a 34 años;De Sudamérica;Ambos sexos;1 de julio de 2022;744
37 Salamanca;De 30 a 34 años;De Asia;Ambos sexos;1 de julio de 2022;39
37 Salamanca;De 30 a 34 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 30 a 34 años;Apátridas;Ambos sexos;1 de julio de 2022;8
37 Salamanca;De 35 a 39 años;Española;Ambos sexos;1 de julio de 2022;16142
37 Salamanca;De 35 a 39 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;366
37 Salamanca;De 35 a 39 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 35 a 39 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;115
37 Salamanca;De 35 a 39 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 35 a 39 años;De Africa;Ambos sexos;1 de julio de 2022;302
37 Salamanca;De 35 a 39 años;De América del Norte;Ambos sexos;1 de julio de 2022;53
37 Salamanca;De 35 a 39 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;215
37 Salamanca;De 35 a 39 años;De Sudamérica;Ambos sexos;1 de julio de 2022;625
37 Salamanca;De 35 a 39 años;De Asia;Ambos sexos;1 de julio de 2022;111
37 Salamanca;De 35 a 39 años;De Oceanía;Ambos sexos;1 de julio de 2022;3
37 Salamanca;De 35 a 39 años;Apátridas;Ambos sexos;1 de julio de 2022;3
37 Salamanca;De 40 a 44 años;Española;Ambos sexos;1 de julio de 2022;19833
37 Salamanca;De 40 a 44 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;475
37 Salamanca;De 40 a 44 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 40 a 44 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;88
37 Salamanca;De 40 a 44 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 40 a 44 años;De Africa;Ambos sexos;1 de julio de 2022;253
37 Salamanca;De 40 a 44 años;De América del Norte;Ambos sexos;1 de julio de 2022;41
37 Salamanca;De 40 a 44 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;172
37 Salamanca;De 40 a 44 años;De Sudamérica;Ambos sexos;1 de julio de 2022;618
37 Salamanca;De 40 a 44 años;De Asia;Ambos sexos;1 de julio de 2022;89
37 Salamanca;De 40 a 44 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 40 a 44 años;Apátridas;Ambos sexos;1 de julio de 2022;3
37 Salamanca;De 45 a 49 años;Española;Ambos sexos;1 de julio de 2022;22368
37 Salamanca;De 45 a 49 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;377
37 Salamanca;De 45 a 49 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 45 a 49 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;70
37 Salamanca;De 45 a 49 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 45 a 49 años;De Africa;Ambos sexos;1 de julio de 2022;178
37 Salamanca;De 45 a 49 años;De América del Norte;Ambos sexos;1 de julio de 2022;29
37 Salamanca;De 45 a 49 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;118
37 Salamanca;De 45 a 49 años;De Sudamérica;Ambos sexos;1 de julio de 2022;426
37 Salamanca;De 45 a 49 años;De Asia;Ambos sexos;1 de julio de 2022;98
37 Salamanca;De 45 a 49 años;De Oceanía;Ambos sexos;1 de julio de 2022;2
37 Salamanca;De 45 a 49 años;Apátridas;Ambos sexos;1 de julio de 2022;5
37 Salamanca;De 50 a 54 años;Española;Ambos sexos;1 de julio de 2022;24479
37 Salamanca;De 50 a 54 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;374
37 Salamanca;De 50 a 54 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 50 a 54 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;74
37 Salamanca;De 50 a 54 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 50 a 54 años;De Africa;Ambos sexos;1 de julio de 2022;145
37 Salamanca;De 50 a 54 años;De América del Norte;Ambos sexos;1 de julio de 2022;39
37 Salamanca;De 50 a 54 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;89
37 Salamanca;De 50 a 54 años;De Sudamérica;Ambos sexos;1 de julio de 2022;285
37 Salamanca;De 50 a 54 años;De Asia;Ambos sexos;1 de julio de 2022;79
37 Salamanca;De 50 a 54 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 50 a 54 años;Apátridas;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 55 a 59 años;Española;Ambos sexos;1 de julio de 2022;25791
37 Salamanca;De 55 a 59 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;243
37 Salamanca;De 55 a 59 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 55 a 59 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;64
37 Salamanca;De 55 a 59 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 55 a 59 años;De Africa;Ambos sexos;1 de julio de 2022;113
37 Salamanca;De 55 a 59 años;De América del Norte;Ambos sexos;1 de julio de 2022;15
37 Salamanca;De 55 a 59 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;65
37 Salamanca;De 55 a 59 años;De Sudamérica;Ambos sexos;1 de julio de 2022;226
37 Salamanca;De 55 a 59 años;De Asia;Ambos sexos;1 de julio de 2022;51
37 Salamanca;De 55 a 59 años;De Oceanía;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 55 a 59 años;Apátridas;Ambos sexos;1 de julio de 2022;2
37 Salamanca;De 60 a 64 años;Española;Ambos sexos;1 de julio de 2022;24512
37 Salamanca;De 60 a 64 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;206
37 Salamanca;De 60 a 64 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 60 a 64 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;69
37 Salamanca;De 60 a 64 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 60 a 64 años;De Africa;Ambos sexos;1 de julio de 2022;45
37 Salamanca;De 60 a 64 años;De América del Norte;Ambos sexos;1 de julio de 2022;19
37 Salamanca;De 60 a 64 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;43
37 Salamanca;De 60 a 64 años;De Sudamérica;Ambos sexos;1 de julio de 2022;156
37 Salamanca;De 60 a 64 años;De Asia;Ambos sexos;1 de julio de 2022;34
37 Salamanca;De 60 a 64 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 60 a 64 años;Apátridas;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 65 a 69 años;Española;Ambos sexos;1 de julio de 2022;20598
37 Salamanca;De 65 a 69 años;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;153
37 Salamanca;De 65 a 69 años;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 65 a 69 años;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;40
37 Salamanca;De 65 a 69 años;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 65 a 69 años;De Africa;Ambos sexos;1 de julio de 2022;32
37 Salamanca;De 65 a 69 años;De América del Norte;Ambos sexos;1 de julio de 2022;16
37 Salamanca;De 65 a 69 años;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;24
37 Salamanca;De 65 a 69 años;De Sudamérica;Ambos sexos;1 de julio de 2022;108
37 Salamanca;De 65 a 69 años;De Asia;Ambos sexos;1 de julio de 2022;24
37 Salamanca;De 65 a 69 años;De Oceanía;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 65 a 69 años;Apátridas;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 70 a 74 años  ;Española;Ambos sexos;1 de julio de 2022;18187
37 Salamanca;De 70 a 74 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;107
37 Salamanca;De 70 a 74 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 70 a 74 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;32
37 Salamanca;De 70 a 74 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 70 a 74 años  ;De Africa;Ambos sexos;1 de julio de 2022;20
37 Salamanca;De 70 a 74 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;19
37 Salamanca;De 70 a 74 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;21
37 Salamanca;De 70 a 74 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;70
37 Salamanca;De 70 a 74 años  ;De Asia;Ambos sexos;1 de julio de 2022;18
37 Salamanca;De 70 a 74 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 70 a 74 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 75 a 79 años  ;Española;Ambos sexos;1 de julio de 2022;16751
37 Salamanca;De 75 a 79 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;40
37 Salamanca;De 75 a 79 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 75 a 79 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;12
37 Salamanca;De 75 a 79 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 75 a 79 años  ;De Africa;Ambos sexos;1 de julio de 2022;14
37 Salamanca;De 75 a 79 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;7
37 Salamanca;De 75 a 79 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;12
37 Salamanca;De 75 a 79 años  ;De Sudamérica;Ambos sexos;1 de julio de 2022;49
37 Salamanca;De 75 a 79 años  ;De Asia;Ambos sexos;1 de julio de 2022;15
37 Salamanca;De 75 a 79 años  ;De Oceanía;Ambos sexos;1 de julio de 2022;1
37 Salamanca;De 75 a 79 años  ;Apátridas;Ambos sexos;1 de julio de 2022;0
37 Salamanca;De 80 a 84 años  ;Española;Ambos sexos;1 de julio de 2022;12661
37 Salamanca;De 80 a 84 años  ;País de la UE27_2020 sin España;Ambos sexos;1 de julio de 2022;30
37 Salamanca;De 80 a 84 años  ;País de la UE28 sin España;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 80 a 84 años  ;País de Europa menos UE27_2020;Ambos sexos;1 de julio de 2022;14
37 Salamanca;De 80 a 84 años  ;País de Europa menos UE28;Ambos sexos;1 de julio de 2022;""
37 Salamanca;De 80 a 84 años  ;De Africa;Ambos sexos;1 de julio de 2022;11
37 Salamanca;De 80 a 84 años  ;De América del Norte;Ambos sexos;1 de julio de 2022;8
37 Salamanca;De 80 a 84 años  ;De Centro América y Caribe;Ambos sexos;1 de julio de 2022;8
